ID,Name,Age,Gender,Sales,Profit,Date,Category,Discount,Profit Margin,Mature Status
788,David,25.0,Female,100.0,30.0,2023-01-01,Electronics,0.0,0.3,Mature
789,Alice,35.0,Other,400.0,20.0,2023-01-01,Furniture,0.0,0.05,Mature
790,Alice,35.0,Male,200.0,30.0,2023-02-15,Furniture,20.0,0.15,Mature
792,Eve,25.0,Other,300.0,30.0,2023-01-01,Electronics,5.0,0.1,Mature
798,Bob,25.0,Male,100.0,40.0,2023-02-15,Clothing,5.0,0.4,Mature
799,Charlie,35.0,Female,300.0,20.0,2023-01-01,Clothing,15.0,0.06666666666666667,Mature
801,Charlie,25.0,Male,300.0,30.0,2023-02-15,Grocery,15.0,0.1,Mature
804,Eve,20.0,Other,400.0,10.0,2023-01-01,Grocery,5.0,0.025,Not Mature
805,Bob,30.0,Male,200.0,20.0,2023-02-15,Electronics,20.0,0.1,Mature
807,Charlie,30.0,Other,100.0,30.0,2023-02-15,Electronics,10.0,0.3,Mature
808,Charlie,25.0,Other,300.0,40.0,2023-02-15,Clothing,15.0,0.13333333333333333,Mature
809,Alice,35.0,Female,200.0,20.0,2023-01-01,Electronics,0.0,0.1,Mature
811,David,30.0,Male,400.0,10.0,2023-02-15,Clothing,0.0,0.025,Mature
814,Alice,25.0,Other,400.0,20.0,2023-02-15,Electronics,15.0,0.05,Mature
818,Alice,35.0,Male,400.0,40.0,2023-02-15,Clothing,10.0,0.1,Mature
826,Eve,30.0,Other,200.0,40.0,2023-01-01,Clothing,5.0,0.2,Mature
827,Bob,30.0,Female,400.0,20.0,2023-02-15,Furniture,5.0,0.05,Mature
828,David,25.0,Male,300.0,30.0,2023-02-15,Furniture,15.0,0.1,Mature
830,Alice,20.0,Female,300.0,30.0,2023-01-01,Furniture,15.0,0.1,Not Mature
833,Bob,20.0,Female,100.0,10.0,2023-02-15,Electronics,20.0,0.1,Not Mature
834,Alice,30.0,Female,400.0,10.0,2023-01-01,Furniture,10.0,0.025,Mature
836,David,25.0,Other,100.0,30.0,2023-02-15,Clothing,20.0,0.3,Mature
839,Charlie,25.0,Other,300.0,10.0,2023-01-01,Grocery,5.0,0.03333333333333333,Mature
840,Charlie,35.0,Other,200.0,40.0,2023-01-01,Clothing,15.0,0.2,Mature
841,Eve,25.0,Other,400.0,20.0,2023-01-01,Clothing,0.0,0.05,Mature
844,Alice,20.0,Male,200.0,30.0,2023-01-01,Furniture,0.0,0.15,Not Mature
848,Charlie,35.0,Other,400.0,20.0,2023-02-15,Grocery,15.0,0.05,Mature
850,Charlie,35.0,Male,200.0,40.0,2023-01-01,Clothing,0.0,0.2,Mature
853,David,20.0,Other,100.0,40.0,2023-02-15,Electronics,10.0,0.4,Not Mature
854,Bob,35.0,Female,400.0,20.0,2023-02-15,Electronics,20.0,0.05,Mature
855,David,35.0,Other,300.0,40.0,2023-02-15,Furniture,10.0,0.13333333333333333,Mature
861,Alice,35.0,Other,200.0,40.0,2023-02-15,Electronics,0.0,0.2,Mature
862,Bob,30.0,Female,300.0,20.0,2023-02-15,Electronics,20.0,0.06666666666666667,Mature
863,Charlie,25.0,Other,200.0,30.0,2023-01-01,Electronics,10.0,0.15,Mature
865,Charlie,25.0,Female,200.0,30.0,2023-02-15,Electronics,20.0,0.15,Mature
866,Eve,25.0,Other,200.0,20.0,2023-01-01,Electronics,0.0,0.1,Mature
872,David,35.0,Other,300.0,20.0,2023-01-01,Electronics,20.0,0.06666666666666667,Mature
877,Alice,25.0,Other,200.0,20.0,2023-02-15,Clothing,20.0,0.1,Mature
880,Charlie,30.0,Other,200.0,30.0,2023-02-15,Grocery,0.0,0.15,Mature
881,David,25.0,Other,200.0,10.0,2023-02-15,Clothing,15.0,0.05,Mature
882,Eve,20.0,Male,200.0,20.0,2023-02-15,Electronics,0.0,0.1,Not Mature
885,Alice,25.0,Female,300.0,20.0,2023-01-01,Grocery,20.0,0.06666666666666667,Mature
886,Bob,35.0,Other,200.0,10.0,2023-01-01,Clothing,20.0,0.05,Mature
889,Bob,25.0,Female,100.0,30.0,2023-02-15,Electronics,15.0,0.3,Mature
890,David,30.0,Female,400.0,20.0,2023-02-15,Furniture,0.0,0.05,Mature
897,Alice,25.0,Male,200.0,30.0,2023-02-15,Grocery,10.0,0.15,Mature
898,Alice,25.0,Female,400.0,30.0,2023-02-15,Furniture,15.0,0.075,Mature
900,Charlie,25.0,Other,200.0,10.0,2023-01-01,Electronics,20.0,0.05,Mature
908,Charlie,20.0,Other,200.0,20.0,2023-02-15,Electronics,15.0,0.1,Not Mature
909,Alice,25.0,Other,400.0,10.0,2023-02-15,Furniture,5.0,0.025,Mature
914,Alice,25.0,Other,200.0,30.0,2023-02-15,Electronics,15.0,0.15,Mature
917,Charlie,35.0,Other,100.0,30.0,2023-01-01,Electronics,15.0,0.3,Mature
920,David,30.0,Male,200.0,10.0,2023-01-01,Furniture,0.0,0.05,Mature
929,Alice,25.0,Other,100.0,20.0,2023-01-01,Grocery,15.0,0.2,Mature
932,Alice,30.0,Female,300.0,30.0,2023-02-15,Furniture,5.0,0.1,Mature
938,Alice,35.0,Male,400.0,20.0,2023-02-15,Electronics,15.0,0.05,Mature
939,Alice,25.0,Other,200.0,10.0,2023-02-15,Furniture,10.0,0.05,Mature
946,Charlie,20.0,Male,100.0,20.0,2023-02-15,Electronics,10.0,0.2,Not Mature
948,David,30.0,Male,300.0,40.0,2023-01-01,Electronics,15.0,0.13333333333333333,Mature
951,David,20.0,Other,300.0,20.0,2023-01-01,Electronics,0.0,0.06666666666666667,Not Mature
952,Charlie,25.0,Other,200.0,20.0,2023-01-01,Clothing,0.0,0.1,Mature
953,David,30.0,Female,300.0,30.0,2023-01-01,Electronics,15.0,0.1,Mature
955,Alice,25.0,Other,300.0,40.0,2023-02-15,Electronics,15.0,0.13333333333333333,Mature
957,Eve,35.0,Other,200.0,10.0,2023-01-01,Electronics,0.0,0.05,Mature
961,David,25.0,Other,400.0,40.0,2023-01-01,Clothing,5.0,0.1,Mature
963,Bob,35.0,Female,200.0,40.0,2023-02-15,Electronics,15.0,0.2,Mature
966,Bob,25.0,Male,200.0,20.0,2023-01-01,Furniture,20.0,0.1,Mature
967,Alice,30.0,Male,200.0,20.0,2023-02-15,Clothing,15.0,0.1,Mature
969,David,25.0,Male,100.0,20.0,2023-01-01,Furniture,15.0,0.2,Mature
970,Eve,25.0,Female,300.0,10.0,2023-01-01,Furniture,10.0,0.03333333333333333,Mature
972,Eve,30.0,Other,200.0,30.0,2023-02-15,Clothing,0.0,0.15,Mature
973,Eve,35.0,Female,100.0,20.0,2023-01-01,Furniture,0.0,0.2,Mature
976,David,30.0,Female,100.0,10.0,2023-01-01,Grocery,15.0,0.1,Mature
984,Bob,35.0,Other,300.0,10.0,2023-02-15,Electronics,0.0,0.03333333333333333,Mature
986,Charlie,25.0,Male,400.0,20.0,2023-01-01,Furniture,20.0,0.05,Mature
987,Eve,30.0,Other,300.0,10.0,2023-01-01,Furniture,20.0,0.03333333333333333,Mature
995,Eve,25.0,Male,200.0,10.0,2023-01-01,Grocery,10.0,0.05,Mature
996,Bob,25.0,Female,300.0,20.0,2023-01-01,Furniture,0.0,0.06666666666666667,Mature
1001,David,20.0,Other,300.0,10.0,2023-01-01,Grocery,15.0,0.03333333333333333,Not Mature
1004,David,30.0,Male,200.0,10.0,2023-01-01,Grocery,0.0,0.05,Mature
1005,Eve,25.0,Other,200.0,30.0,2023-02-15,Furniture,15.0,0.15,Mature
1008,Alice,35.0,Female,200.0,40.0,2023-02-15,Grocery,10.0,0.2,Mature
1009,David,25.0,Other,400.0,20.0,2023-01-01,Furniture,10.0,0.05,Mature
1011,Alice,25.0,Other,200.0,40.0,2023-02-15,Clothing,0.0,0.2,Mature
1016,Alice,25.0,Other,200.0,30.0,2023-01-01,Grocery,15.0,0.15,Mature
1019,Bob,30.0,Other,100.0,10.0,2023-02-15,Furniture,15.0,0.1,Mature
1023,Charlie,20.0,Male,200.0,40.0,2023-01-01,Electronics,5.0,0.2,Not Mature
1025,Alice,25.0,Female,400.0,40.0,2023-01-01,Clothing,20.0,0.1,Mature
1026,Eve,30.0,Other,200.0,20.0,2023-02-15,Clothing,5.0,0.1,Mature
1029,David,30.0,Male,400.0,40.0,2023-02-15,Electronics,5.0,0.1,Mature
1033,Alice,25.0,Male,400.0,10.0,2023-01-01,Furniture,10.0,0.025,Mature
1038,Charlie,25.0,Female,100.0,20.0,2023-01-01,Furniture,15.0,0.2,Mature
1040,Bob,25.0,Other,300.0,20.0,2023-02-15,Grocery,10.0,0.06666666666666667,Mature
1041,Charlie,20.0,Other,100.0,20.0,2023-02-15,Furniture,0.0,0.2,Not Mature
1054,Alice,25.0,Male,200.0,40.0,2023-01-01,Electronics,20.0,0.2,Mature
1055,Eve,35.0,Other,300.0,10.0,2023-02-15,Furniture,0.0,0.03333333333333333,Mature
1056,Charlie,30.0,Other,300.0,10.0,2023-01-01,Furniture,0.0,0.03333333333333333,Mature
1058,David,20.0,Male,100.0,30.0,2023-01-01,Electronics,20.0,0.3,Not Mature
1059,Bob,35.0,Female,300.0,10.0,2023-01-01,Grocery,15.0,0.03333333333333333,Mature
1061,Alice,30.0,Other,200.0,20.0,2023-02-15,Clothing,5.0,0.1,Mature
1062,Alice,20.0,Other,400.0,40.0,2023-01-01,Grocery,10.0,0.1,Not Mature
1063,David,25.0,Other,200.0,20.0,2023-01-01,Grocery,10.0,0.1,Mature
1073,Charlie,25.0,Other,300.0,30.0,2023-02-15,Furniture,20.0,0.1,Mature
1076,Alice,20.0,Other,400.0,20.0,2023-01-01,Grocery,15.0,0.05,Not Mature
1080,Bob,30.0,Male,300.0,10.0,2023-02-15,Furniture,10.0,0.03333333333333333,Mature
1086,Alice,25.0,Other,200.0,20.0,2023-02-15,Furniture,5.0,0.1,Mature
1087,Bob,25.0,Female,200.0,20.0,2023-02-15,Electronics,15.0,0.1,Mature
1088,Charlie,35.0,Other,200.0,30.0,2023-02-15,Furniture,15.0,0.15,Mature
1089,David,25.0,Female,100.0,30.0,2023-02-15,Grocery,20.0,0.3,Mature
1090,Alice,35.0,Female,200.0,10.0,2023-01-01,Grocery,15.0,0.05,Mature
1092,Charlie,20.0,Other,400.0,20.0,2023-01-01,Clothing,10.0,0.05,Not Mature
1095,Charlie,25.0,Male,400.0,40.0,2023-01-01,Grocery,10.0,0.1,Mature
1097,David,35.0,Male,300.0,20.0,2023-02-15,Clothing,5.0,0.06666666666666667,Mature
1102,Alice,30.0,Male,300.0,20.0,2023-02-15,Furniture,20.0,0.06666666666666667,Mature
1106,Eve,35.0,Other,100.0,20.0,2023-01-01,Grocery,0.0,0.2,Mature
1109,Charlie,20.0,Female,200.0,40.0,2023-02-15,Furniture,10.0,0.2,Not Mature
1112,David,20.0,Other,200.0,20.0,2023-02-15,Grocery,0.0,0.1,Not Mature
1114,Charlie,25.0,Male,200.0,10.0,2023-01-01,Grocery,0.0,0.05,Mature
1117,David,30.0,Female,400.0,10.0,2023-02-15,Electronics,5.0,0.025,Mature
1123,Eve,25.0,Other,200.0,30.0,2023-02-15,Grocery,10.0,0.15,Mature
1131,Bob,20.0,Female,300.0,30.0,2023-02-15,Grocery,0.0,0.1,Not Mature
1137,Bob,25.0,Other,100.0,30.0,2023-01-01,Clothing,15.0,0.3,Mature
1145,Eve,35.0,Male,200.0,20.0,2023-02-15,Furniture,20.0,0.1,Mature
1146,David,25.0,Other,400.0,20.0,2023-02-15,Electronics,20.0,0.05,Mature
1148,David,25.0,Other,300.0,40.0,2023-02-15,Electronics,15.0,0.13333333333333333,Mature
1149,Bob,20.0,Male,400.0,40.0,2023-02-15,Furniture,5.0,0.1,Not Mature
1151,Alice,20.0,Male,200.0,40.0,2023-01-01,Clothing,15.0,0.2,Not Mature
1153,Charlie,35.0,Other,200.0,20.0,2023-01-01,Clothing,10.0,0.1,Mature
1154,Alice,25.0,Other,100.0,20.0,2023-02-15,Grocery,10.0,0.2,Mature
1155,Bob,30.0,Male,300.0,20.0,2023-02-15,Clothing,20.0,0.06666666666666667,Mature
1156,Charlie,35.0,Female,400.0,10.0,2023-02-15,Furniture,10.0,0.025,Mature
1160,Eve,25.0,Female,100.0,20.0,2023-01-01,Electronics,20.0,0.2,Mature
1161,Alice,30.0,Other,100.0,20.0,2023-01-01,Electronics,20.0,0.2,Mature
1165,Bob,25.0,Male,400.0,10.0,2023-02-15,Grocery,5.0,0.025,Mature
1166,Bob,35.0,Female,100.0,20.0,2023-01-01,Grocery,20.0,0.2,Mature
1167,Eve,25.0,Female,100.0,30.0,2023-02-15,Electronics,10.0,0.3,Mature
1169,Bob,25.0,Other,200.0,40.0,2023-01-01,Electronics,5.0,0.2,Mature
1170,Eve,25.0,Other,300.0,40.0,2023-01-01,Furniture,20.0,0.13333333333333333,Mature
1182,David,20.0,Other,400.0,10.0,2023-02-15,Clothing,0.0,0.025,Not Mature
1183,Eve,35.0,Other,200.0,40.0,2023-02-15,Clothing,0.0,0.2,Mature
1186,Charlie,30.0,Other,200.0,30.0,2023-01-01,Furniture,0.0,0.15,Mature
1193,Eve,35.0,Other,400.0,20.0,2023-02-15,Electronics,20.0,0.05,Mature
1195,Eve,20.0,Other,100.0,20.0,2023-02-15,Grocery,20.0,0.2,Not Mature
1209,Bob,20.0,Other,100.0,10.0,2023-02-15,Electronics,10.0,0.1,Not Mature
1211,Eve,35.0,Other,200.0,10.0,2023-02-15,Grocery,5.0,0.05,Mature
1212,Charlie,30.0,Other,100.0,10.0,2023-02-15,Electronics,0.0,0.1,Mature
1213,Charlie,35.0,Other,300.0,40.0,2023-01-01,Electronics,10.0,0.13333333333333333,Mature
1214,David,35.0,Male,200.0,30.0,2023-02-15,Clothing,20.0,0.15,Mature
1216,Charlie,25.0,Other,200.0,40.0,2023-01-01,Clothing,20.0,0.2,Mature
1219,Eve,35.0,Other,200.0,40.0,2023-02-15,Clothing,0.0,0.2,Mature
1223,David,35.0,Other,400.0,10.0,2023-02-15,Clothing,10.0,0.025,Mature
1225,Charlie,25.0,Female,200.0,40.0,2023-02-15,Grocery,15.0,0.2,Mature
1226,David,25.0,Female,200.0,30.0,2023-01-01,Furniture,15.0,0.15,Mature
1227,Charlie,35.0,Other,100.0,20.0,2023-01-01,Furniture,20.0,0.2,Mature
1228,Alice,25.0,Other,400.0,20.0,2023-02-15,Electronics,20.0,0.05,Mature
1229,Charlie,25.0,Female,400.0,30.0,2023-02-15,Electronics,15.0,0.075,Mature
1231,Charlie,35.0,Other,100.0,40.0,2023-01-01,Electronics,15.0,0.4,Mature
1232,Bob,25.0,Female,400.0,20.0,2023-01-01,Electronics,0.0,0.05,Mature
1233,Alice,25.0,Male,200.0,40.0,2023-01-01,Grocery,15.0,0.2,Mature
1235,Bob,25.0,Other,200.0,30.0,2023-02-15,Clothing,5.0,0.15,Mature
1239,Alice,35.0,Male,200.0,40.0,2023-02-15,Clothing,15.0,0.2,Mature
1245,Alice,35.0,Other,400.0,20.0,2023-01-01,Grocery,20.0,0.05,Mature
1246,Charlie,30.0,Other,200.0,20.0,2023-02-15,Furniture,5.0,0.1,Mature
1247,Charlie,25.0,Male,200.0,40.0,2023-01-01,Electronics,15.0,0.2,Mature
1250,David,25.0,Other,100.0,10.0,2023-01-01,Furniture,0.0,0.1,Mature
1256,Eve,25.0,Female,400.0,20.0,2023-02-15,Grocery,10.0,0.05,Mature
1257,David,30.0,Male,200.0,10.0,2023-01-01,Clothing,10.0,0.05,Mature
1258,Charlie,30.0,Male,300.0,30.0,2023-01-01,Grocery,10.0,0.1,Mature
1259,Charlie,35.0,Male,400.0,10.0,2023-02-15,Furniture,20.0,0.025,Mature
1261,Eve,25.0,Other,200.0,10.0,2023-02-15,Grocery,0.0,0.05,Mature
1262,Alice,30.0,Other,400.0,40.0,2023-01-01,Furniture,20.0,0.1,Mature
1267,Charlie,30.0,Other,200.0,40.0,2023-02-15,Grocery,15.0,0.2,Mature
1269,Alice,25.0,Other,200.0,40.0,2023-02-15,Clothing,5.0,0.2,Mature
1271,Alice,25.0,Other,100.0,20.0,2023-01-01,Electronics,5.0,0.2,Mature
1273,Alice,30.0,Other,200.0,20.0,2023-02-15,Grocery,15.0,0.1,Mature
1276,Bob,25.0,Male,100.0,40.0,2023-01-01,Grocery,20.0,0.4,Mature
1280,Bob,30.0,Male,100.0,10.0,2023-01-01,Furniture,10.0,0.1,Mature
1281,Alice,25.0,Other,200.0,30.0,2023-02-15,Furniture,5.0,0.15,Mature
1283,Eve,30.0,Female,100.0,20.0,2023-02-15,Furniture,20.0,0.2,Mature
1284,Bob,25.0,Male,100.0,30.0,2023-02-15,Grocery,0.0,0.3,Mature
1296,Bob,35.0,Other,200.0,20.0,2023-01-01,Electronics,20.0,0.1,Mature
1298,Charlie,25.0,Other,200.0,10.0,2023-01-01,Electronics,20.0,0.05,Mature
1299,David,25.0,Male,400.0,20.0,2023-02-15,Clothing,5.0,0.05,Mature
1302,Bob,25.0,Male,400.0,20.0,2023-01-01,Grocery,15.0,0.05,Mature
1303,Charlie,20.0,Other,200.0,40.0,2023-02-15,Furniture,10.0,0.2,Not Mature
1305,Charlie,25.0,Male,100.0,20.0,2023-01-01,Electronics,20.0,0.2,Mature
1306,Bob,25.0,Male,200.0,20.0,2023-01-01,Electronics,20.0,0.1,Mature
1307,David,30.0,Male,400.0,40.0,2023-02-15,Furniture,5.0,0.1,Mature
1317,David,35.0,Other,400.0,20.0,2023-01-01,Electronics,5.0,0.05,Mature
1319,Charlie,25.0,Other,400.0,30.0,2023-02-15,Clothing,10.0,0.075,Mature
1321,Bob,30.0,Male,200.0,10.0,2023-02-15,Grocery,0.0,0.05,Mature
1325,Bob,25.0,Other,400.0,20.0,2023-02-15,Furniture,20.0,0.05,Mature
1328,David,35.0,Other,400.0,20.0,2023-02-15,Furniture,5.0,0.05,Mature
1329,Eve,25.0,Other,200.0,30.0,2023-01-01,Grocery,0.0,0.15,Mature
1332,Eve,25.0,Other,200.0,20.0,2023-01-01,Electronics,20.0,0.1,Mature
1336,Alice,35.0,Male,400.0,30.0,2023-01-01,Electronics,5.0,0.075,Mature
1338,Alice,35.0,Female,100.0,20.0,2023-02-15,Furniture,5.0,0.2,Mature
1343,Charlie,35.0,Other,100.0,20.0,2023-02-15,Electronics,5.0,0.2,Mature
1344,Eve,35.0,Female,100.0,10.0,2023-01-01,Clothing,0.0,0.1,Mature
1345,Bob,25.0,Female,200.0,40.0,2023-02-15,Furniture,10.0,0.2,Mature
1346,David,25.0,Male,400.0,30.0,2023-02-15,Electronics,20.0,0.075,Mature
1349,Alice,25.0,Other,200.0,20.0,2023-01-01,Furniture,20.0,0.1,Mature
1351,Eve,25.0,Female,400.0,30.0,2023-02-15,Furniture,10.0,0.075,Mature
1353,Alice,25.0,Other,100.0,20.0,2023-02-15,Clothing,20.0,0.2,Mature
1354,Alice,20.0,Other,100.0,40.0,2023-01-01,Clothing,5.0,0.4,Not Mature
1358,Bob,35.0,Other,400.0,30.0,2023-01-01,Furniture,20.0,0.075,Mature
1361,Eve,35.0,Other,200.0,20.0,2023-01-01,Electronics,20.0,0.1,Mature
1364,Charlie,25.0,Other,400.0,30.0,2023-02-15,Electronics,0.0,0.075,Mature
1365,Eve,20.0,Male,200.0,20.0,2023-02-15,Grocery,5.0,0.1,Not Mature
1369,David,25.0,Male,400.0,20.0,2023-02-15,Grocery,0.0,0.05,Mature
1372,Eve,25.0,Male,200.0,10.0,2023-02-15,Clothing,0.0,0.05,Mature
1376,Bob,20.0,Other,400.0,20.0,2023-01-01,Furniture,15.0,0.05,Not Mature
1377,Charlie,25.0,Other,300.0,40.0,2023-02-15,Grocery,5.0,0.13333333333333333,Mature
1378,Bob,25.0,Male,400.0,40.0,2023-02-15,Clothing,15.0,0.1,Mature
1384,Charlie,30.0,Other,400.0,40.0,2023-01-01,Electronics,5.0,0.1,Mature
1388,Alice,25.0,Other,200.0,20.0,2023-02-15,Electronics,0.0,0.1,Mature
1391,Bob,25.0,Female,100.0,30.0,2023-02-15,Electronics,0.0,0.3,Mature
1393,Eve,35.0,Male,400.0,20.0,2023-01-01,Furniture,20.0,0.05,Mature
1401,Charlie,25.0,Male,300.0,10.0,2023-02-15,Furniture,10.0,0.03333333333333333,Mature
1402,Eve,20.0,Female,300.0,30.0,2023-02-15,Furniture,15.0,0.1,Not Mature
1405,Alice,30.0,Female,200.0,10.0,2023-01-01,Grocery,10.0,0.05,Mature
1407,Eve,25.0,Other,300.0,40.0,2023-02-15,Grocery,20.0,0.13333333333333333,Mature
1408,Bob,30.0,Male,100.0,40.0,2023-02-15,Grocery,10.0,0.4,Mature
1412,Charlie,35.0,Female,200.0,10.0,2023-01-01,Clothing,0.0,0.05,Mature
1416,Charlie,25.0,Male,200.0,40.0,2023-02-15,Clothing,15.0,0.2,Mature
1418,Bob,25.0,Other,300.0,20.0,2023-01-01,Clothing,0.0,0.06666666666666667,Mature
1419,David,25.0,Other,200.0,10.0,2023-02-15,Electronics,15.0,0.05,Mature
1420,Bob,25.0,Female,100.0,20.0,2023-01-01,Clothing,10.0,0.2,Mature
1422,Alice,25.0,Other,400.0,20.0,2023-01-01,Furniture,15.0,0.05,Mature
1423,Eve,30.0,Other,200.0,30.0,2023-02-15,Electronics,10.0,0.15,Mature
1424,Charlie,25.0,Female,200.0,40.0,2023-01-01,Electronics,15.0,0.2,Mature
1425,Charlie,30.0,Female,200.0,30.0,2023-02-15,Clothing,10.0,0.15,Mature
1426,Bob,25.0,Other,200.0,10.0,2023-02-15,Electronics,20.0,0.05,Mature
1431,Bob,35.0,Other,200.0,30.0,2023-01-01,Electronics,0.0,0.15,Mature
1432,Eve,35.0,Other,300.0,10.0,2023-02-15,Furniture,15.0,0.03333333333333333,Mature
1434,Eve,25.0,Other,200.0,20.0,2023-01-01,Furniture,20.0,0.1,Mature
1441,Eve,35.0,Male,100.0,30.0,2023-02-15,Grocery,10.0,0.3,Mature
1442,Charlie,35.0,Other,100.0,10.0,2023-01-01,Clothing,15.0,0.1,Mature
1443,Bob,20.0,Other,300.0,30.0,2023-02-15,Grocery,0.0,0.1,Not Mature
1445,Bob,25.0,Male,200.0,10.0,2023-02-15,Clothing,20.0,0.05,Mature
1447,Eve,30.0,Other,100.0,20.0,2023-02-15,Grocery,0.0,0.2,Mature
1448,Eve,25.0,Other,400.0,40.0,2023-01-01,Clothing,20.0,0.1,Mature
1456,Eve,30.0,Female,200.0,30.0,2023-01-01,Electronics,20.0,0.15,Mature
1457,Charlie,35.0,Female,400.0,30.0,2023-02-15,Clothing,15.0,0.075,Mature
1465,Eve,25.0,Other,100.0,30.0,2023-02-15,Electronics,5.0,0.3,Mature
1469,Alice,25.0,Other,400.0,40.0,2023-01-01,Grocery,15.0,0.1,Mature
1470,Charlie,20.0,Other,300.0,10.0,2023-02-15,Furniture,5.0,0.03333333333333333,Not Mature
1476,David,25.0,Other,300.0,10.0,2023-01-01,Clothing,15.0,0.03333333333333333,Mature
1477,Bob,25.0,Other,400.0,20.0,2023-01-01,Electronics,10.0,0.05,Mature
1478,Eve,20.0,Other,400.0,40.0,2023-01-01,Furniture,0.0,0.1,Not Mature
1480,David,35.0,Other,300.0,20.0,2023-01-01,Furniture,0.0,0.06666666666666667,Mature
1484,Alice,35.0,Male,200.0,10.0,2023-02-15,Grocery,20.0,0.05,Mature
1490,Charlie,30.0,Male,200.0,30.0,2023-02-15,Grocery,20.0,0.15,Mature
1493,Alice,25.0,Male,100.0,20.0,2023-01-01,Electronics,15.0,0.2,Mature
1494,Bob,25.0,Male,300.0,20.0,2023-01-01,Clothing,15.0,0.06666666666666667,Mature
1497,Eve,25.0,Other,200.0,10.0,2023-01-01,Grocery,0.0,0.05,Mature
1499,David,25.0,Female,200.0,20.0,2023-02-15,Furniture,10.0,0.1,Mature
1500,David,35.0,Other,200.0,20.0,2023-01-01,Clothing,0.0,0.1,Mature
1503,David,20.0,Female,200.0,20.0,2023-01-01,Electronics,5.0,0.1,Not Mature
1504,Charlie,25.0,Other,200.0,20.0,2023-01-01,Electronics,15.0,0.1,Mature
1510,Bob,25.0,Other,100.0,40.0,2023-01-01,Grocery,15.0,0.4,Mature
1513,Bob,25.0,Other,100.0,10.0,2023-02-15,Electronics,15.0,0.1,Mature
1515,David,35.0,Male,200.0,40.0,2023-02-15,Clothing,15.0,0.2,Mature
1518,Charlie,20.0,Other,400.0,30.0,2023-01-01,Furniture,15.0,0.075,Not Mature
1522,Eve,25.0,Other,400.0,40.0,2023-01-01,Clothing,15.0,0.1,Mature
1524,Alice,20.0,Other,300.0,40.0,2023-02-15,Electronics,20.0,0.13333333333333333,Not Mature
1527,Bob,25.0,Other,300.0,30.0,2023-01-01,Grocery,0.0,0.1,Mature
1529,Bob,30.0,Male,200.0,20.0,2023-02-15,Electronics,15.0,0.1,Mature
1532,David,20.0,Other,400.0,30.0,2023-02-15,Grocery,10.0,0.075,Not Mature
1536,Alice,25.0,Male,200.0,40.0,2023-01-01,Clothing,20.0,0.2,Mature
1538,Eve,35.0,Other,400.0,20.0,2023-02-15,Electronics,0.0,0.05,Mature
1550,Eve,30.0,Other,200.0,30.0,2023-01-01,Electronics,0.0,0.15,Mature
1551,Eve,25.0,Other,200.0,40.0,2023-01-01,Electronics,20.0,0.2,Mature
1559,Alice,25.0,Other,300.0,40.0,2023-02-15,Furniture,20.0,0.13333333333333333,Mature
1561,David,30.0,Male,200.0,30.0,2023-01-01,Furniture,15.0,0.15,Mature
1564,Charlie,20.0,Other,200.0,30.0,2023-02-15,Grocery,10.0,0.15,Not Mature
1574,Eve,20.0,Male,200.0,10.0,2023-01-01,Electronics,20.0,0.05,Not Mature
1577,Bob,25.0,Other,200.0,40.0,2023-02-15,Furniture,15.0,0.2,Mature
1578,David,35.0,Male,200.0,40.0,2023-01-01,Electronics,5.0,0.2,Mature
1580,Eve,35.0,Male,400.0,30.0,2023-02-15,Clothing,5.0,0.075,Mature
1581,David,25.0,Other,200.0,40.0,2023-01-01,Clothing,10.0,0.2,Mature
1582,Eve,35.0,Other,200.0,20.0,2023-02-15,Clothing,5.0,0.1,Mature
1584,Bob,25.0,Other,200.0,20.0,2023-01-01,Clothing,15.0,0.1,Mature
1589,David,25.0,Female,300.0,20.0,2023-01-01,Furniture,20.0,0.06666666666666667,Mature
1590,David,20.0,Other,100.0,10.0,2023-02-15,Grocery,20.0,0.1,Not Mature
1595,Eve,25.0,Other,100.0,20.0,2023-02-15,Electronics,15.0,0.2,Mature
1598,Charlie,35.0,Other,100.0,40.0,2023-01-01,Electronics,10.0,0.4,Mature
1602,Bob,25.0,Other,400.0,20.0,2023-02-15,Furniture,15.0,0.05,Mature
1603,Bob,35.0,Other,200.0,20.0,2023-01-01,Clothing,10.0,0.1,Mature
1608,David,30.0,Other,200.0,40.0,2023-02-15,Furniture,15.0,0.2,Mature
1612,Alice,25.0,Other,200.0,30.0,2023-01-01,Electronics,20.0,0.15,Mature
1613,Alice,25.0,Female,300.0,30.0,2023-02-15,Electronics,0.0,0.1,Mature
1614,David,20.0,Male,200.0,10.0,2023-02-15,Electronics,10.0,0.05,Not Mature
1616,David,25.0,Male,300.0,20.0,2023-02-15,Furniture,15.0,0.06666666666666667,Mature
1622,Alice,30.0,Other,300.0,40.0,2023-02-15,Clothing,20.0,0.13333333333333333,Mature
1624,Alice,20.0,Other,100.0,10.0,2023-02-15,Furniture,5.0,0.1,Not Mature
1628,Alice,25.0,Female,200.0,20.0,2023-01-01,Electronics,20.0,0.1,Mature
1629,Eve,20.0,Other,300.0,10.0,2023-02-15,Electronics,15.0,0.03333333333333333,Not Mature
1631,Bob,20.0,Other,200.0,40.0,2023-01-01,Furniture,20.0,0.2,Not Mature
